artwork,artist_accepted,provenance,source,attribution_tbcleaned,accepted_criterion,accepted_cited,accepted_date,discarded_attribution1,discarded-criterion1,discarded_cited1,discarded_date1,discarded_attribution2,discarded-criterion2,discarded_cited2,discarded_date2,discarded_attribution3,discarded-criterion3,discarded_cited3,discarded_date3
b11055455,"Bolognese School (16th century), 16th C.","(a) Museo Nazionale, Naples, Italy.","(a) Anderson, information from photograph.;""(b) F. Mason Perkins, annotation on Anderson photograph, circa 1926."";""(c) Frick Art Reference Library, 1930.""","(b) Italian School, Ferrara-Bolognese by F. Mason Perkins, 1926  (c) Anonymous - 16th c. by Frick Art Reference Library, 1930  (a) Italian School, Bolognese by Anderson.",,,,,,,,,,,,,,,
b11055467,"Florentine School (16th century), 16th C., attributed to.","(a) Convento de las Descalzas Reales, Madrid, Spain.","(a) Frick Art Reference Library, stamp on back of photograph.;""(b) Annotation, possibly by Gudiol, on back of photograph."";""(c) Frick Art Reference Library, April 1947.""","(c) Copy after Anonymous - 16th c. by Frick Art Reference Library, April 1947. The picture is a fairly exact copy, which may have been executed in the 16th century or much later of the famous fresco in the SS. Annunziata, Florence. The fact that the present copy is on canvas makes it likely that it was executed well along in this century, if not even later.",,,,,,,,,,,,,,,
b11055479,"Bolognese School (16th century), 16th C.","(a) Campana ;""(a) Mus?e Napol?on III Paris, 546, as self-portrait of Francia "";""(b,c) David Museum, Angers, France, (b) from 1872, 339, (c) 505, (b) given by the French government to the Museum.""","(a) Catalogue of Mus?e Napol?on III, 1862, p.149, fig.546.;""(b) Catalogue of Museum of Angers, 1881, p.105, fig.339."";""(c) Bri?re, annotation on the back of photograph, 1927."";""(d) La Galerie Campana et les Mus?es Fran?ais, Predrizet and Jean, 1907, p.42, fig.546."";""(e) Frick Art Reference Library, June 1928."";""(f) E.E.C. James, Burlington Magazine, vol.xxvii, August 1921, p.89."";""(g) Verbally, Federico Zeri, 31 October 1966 (at the Frick Art Reference Library)."";""(h) E.E.C. James, Art in America, vol.viii, June 1920, p.172."";""(i) E.E.C. James, The Connoisseur, vol.lxviii, April 1924, p.201.""","(e) Francia by Frick Art Reference Library, June 1928. Formerly supposed to be a self-portrait to send to Raphael  (e) Attributed to Italian School, North - 16th c. by E.C. James, June 1928  (f) Attributed to Francesco Francia by Federico Zeri, Rome, Italy, August 1921. Compare with Evangelista Scappi, now in the Uffizi. The admission of personal identity would increase the chance that they are Francia's works  (g) Italian School, Bolognese - 16th century.",Scholar-attribution,Federico Zeri,1966, Francesco Francia,Scholar-attribution,Federico Zeri,1921,,,,,,,,
b11055480,"Bolognese School (16th century), 16th C., attributed to.","(b) Uffizi, Florence, Italy ;""(c) Palazzo Pitti, Florence, Italy.""","(a) M?ller, Belvedere, vol.ix, February 1926, p.34.;""(b) Photographic catalogue, caption of Alinari and Brogi photographs."";""(c) Photographic catalogue, caption of Alinari postcard, in color.""","(a) Italian School, Bolognese - 1st quarter 17th c. by Mller, February 1926, dated to circa 1600. Confirmed by the manner of lighting the head. Until recent times, it had universally been regarded as an authentic self-portrait but the face is more youthful than the Turin drawing, a self-portrait of Leonardo of circa 1518.",,,,,,,,,,,,,,,
b11055492,"Bolognese School (16th century), 16th C.","(a) Palazzo Spada, Rome, Italy, 218, catalogued in 1820  Elenco Fidecommissario  as Titian, in 1925, Hermanin catalogue, as Roman School, early 17th c. in 1931, Porcella catalogue, as school of Scipione Pulzone.","(a) Catologo dei Dipinti, Federico Zeri, Galleria Spada, Rome, Italy, 1954, p.43, fig.218.;""(b) Frick Art Reference Library, November 1961.""","(a) Attributed to Scipione Pulzone by Crowe and Cavalcaselle, 1878. They rejected the attribution to Titian, given in the catalogue of 1820  (a) School of Scipione Pulzone by Crowe and Cavalcaselle, 1931  (a) Italian School, Bolognese - 4th quarter 16th c. by Federico Zeri, Rome, Italy, 1954. There are similarities with the work of Lavinia Fontana. A former suggested identification of the subject as Orazio Spada, the uncle of Cardinal Bernardino  (a) Italian School, Roman - 1st quarter 17th c. by Hermanin, 1925.",Scholar-attribution,Federico Zeri,1954,School ofScipione Pulzone,Scholar-attribution, Crowe and Cavalcaselle,1931,Roman School,Scholar-attribution,1920,,,,,
b11055509,"Bolognese School (16th century), 16th C., attributed to.","(a) Palazzo Chigi, Rome, Italy.","(a) Annotations on back of photograph, received circa 1945.;""(b) Federico Zeri, annotations on back of photograph, and verbal comment, 13 March 1962.""","(b) Attributed to Italian School, Bolognese - 15th c. by Federico Zeri, Rome, Italy, 13 March 1962. Close to B. Passerotti. Not Venetian.",Scholar-attribution / scholar-note-on-photo,Federico Zeri,1962,,,,,,,,,,,,
b11055510,"Bolognese School (16th century), 16th C., attributed to.","(a) Biblioteca dell'Universit?, Bologna, Italy.","(a) Enciclopedia Italiana, vol.xxxiii, 1937, p.182 (caption of reproduction, and article on Gaspare Tagliacozzi).;""(b) Frick Art Reference Library, March 1949.""","(b) Italian School, Bolognese - 4th quarter 16th c. by Frick Art Reference Library, March 1949.",,,,,,,,,,,,,,,
b11055522,"Bolognese School (16th century), 16th C., attributed to.","(a) Wagner ;""(a) Art Museum, Old University, W?rzburg, Germany, 106.""","(a) Catalogue of University Museum, Knapp, W?rzburg, Germany, 1914, p.17, fig.106.;""(b) Richard Offner, annotation on back of photograph, 1927."";""(c) Frick Art Reference Library, October 1930.""","(a) Copy after Primaticcio by Knapp, 1914  (b) Attributed to Italian School, Bolognese - 1st quarter 17th c. by Richard Offner, 1927, dated to circa 1600  (c) Attributed to Italian School, Bolognese - 4th quarter 16th c. by Frick Art Reference Library, October 1930.",,,,,,,,,,,,,,,
b1105556x,"Bolognese School (16th century), 16th C., attributed to.","(a) Mus?e, Caracassonne, France.","(a) Annotations on back of photograph.;""(b) Verbally, Federico Zeri, 21 February 1963 (at the Frick Art Reference Library).""","(b) Italian School, Bolognese - 4th quarter 16th c. by Federico Zeri, Rome, Italy, 21 February 1963.",Scholar-attribution,Federico Zeri,1963,,,,,,,,,,,,
b11055571,"Florentine School (16th century), 16th C., attributed to.","(a) Museo de Valladolid, Valladolid.","(a) Mas, slips attached to photographs.;""(b) Frick Art Reference Library, July 1938.""","(a) Italian School, Florentine by Arxiv Mas, Barcelona  (b) Attributed to Italian School, Florentine - 16th c. by Frick Art Reference Library, July 1938. It is quite possible that this Annunciation is not Florentine, but of some other Italian school, may it be of the 17th c. instead of the 16th, suggestions of Girolamo da Carpi.",,,,,,,,,,,,,,,
b11055583,"Bolognese School (16th century), 16th C., attributed to.","(a) Bought in New York by Mr. William E. Downie, New York.","(a) Verbally, Federico Zeri, 18 January 1963 (at the Frick Art Reference Library).;""(b) Downie, annotations on back of photograph, and information at the Frick Art Reference Library, 1963."";""(c) Frick Art Reference Library, January 1963.""","(a) Italian School, Bolognese - 3rd quarter 16th c. by Federico Zeri, Rome, Italy, 18 January 1963, dated to circa 1560. Following of the Tibaldi, Lavinia, Fontana and others  (b) Attributed to Italian School, Florentine by William E. Downie, New York, 1963.",Scholar-attribution,Federico Zeri,1963,Italian School,Scholar-attribution,William E. Downie,1963,,,,,,,,
b11055595,"Bolognese School (16th century), 16th C.","(a) Acquired with the Solly collection, bought as a whole, 1821, for the Kaiser Friedrich Museum, Berlin, Germany (1280).","(a) Catalogue of Paintings in the Kaiser Friedrich Museum and Deutsches Museum, Berlin, Germany, 1931, p.51, fig.1280.;""(b) Frick Art Reference Library, October 1945."";""(c) Catalogue Illustrations: Italian Masters from the 16th to the 18th Century, Kaiser Friedrich Museum and Deutsches Museum, Berlin, Germany, 1930, p.12, fig.1280.""","(a) Italian School, Bolognese - 2nd quarter 16th c., dated to circa 1530.",,,,,,,,,,,,,,,
b11055613,"Bolognese School (16th century), 16th C., attributed to.","(a) Galleria Zambeccari ;""(a,b,c,d) Pinacoteca Nazionale, Bologna, Italy, (a) 587, (b,d) 572.""","(a) Catalogue of Pinacoteca, Guadagnini, Bologna, Italy, 1899, p.73, fig.587.;""(b) Annotation on back of photograph received 1934."";""(c) Croci, photograph caption."";""(d) La Regia Pinacoteca di Bologna, Mauceri, 1931, p.15."";""(e) Frick Art Reference Library, August 1934."";""(f) Verbally, M. Meiss, 22 October 1934.""","(a) Attributed to Lorenzo Costa by Guadagnini, 1899. Gallery attribution  (c) School of Lorenzo Costa by Guadagnini. Gallery attribution  (d) Manner of Lorenzo Costa by Guadagnini, 1931. Gallery attribution  (e) Attributed to Italian School, Ferrarese - 16th c. by Croci, August 1934. It appears to be closer to Garofalo than to Costa, especially in the types of the Child and saints in the background  (f) Attributed to Italian School, Bolognese by E. Mauceri, 22 October 1934. It might be called either Bolognese or Ferrarese, depending on which influence is considered the more important. Classified probably as Bolognese.",,,,,,,,,,,,,,,
b11055625,"Bolognese School (16th century), 16th C.","(a) Purchasedin Milan by Marianne, Vicountess Alford (known as Lady Marian Alford) ;""(a) bequeathed in 1888 to her brother, Bishop of Ely, Lord Alwyne Fredrick Compton "";""(a) given by him in 1905 to the Fitzwilliam Museum, Cambridge.""","(a) Painting, Italian Schools, vol.ii, Fitzwilliam Museum, Cambridge, 1967, pp.19 to 20, fig.631.",(a) Anonymous - 1st quarter 16th century.,,,,,,,,,,,,,,,
b11055637,"Bolognese School (16th century), 16th C.","(a) Museum, N?mes, France, 443.","(a) Bri?re, annotation on photograph, 1927.;""(b) Verbally, Richard Offner, 1927.""","(b) Italian School, Bolognese - 16th c. by Richard Offner, 1927. It might possibly be by Chiodarolo  (a) Italian School by Bri?re, 1927.",,,,,,,,,,,,,,,
b11055662,"Bolognese School (16th century), 16th C., attributed to.","(a) Campana ;""(a) Mus?e Napol?on III Paris, 492, as Cigoli "";""(b) Mus?e, Nancy, France, from 1863, 26, given by French government to the Museum, as Cigoli, under title of  Christ au Tombeau .""","(a) Catalogue of Mus?e Napol?on III, 1862, p.132, fig.492.;""(b) Catalogue of Mus?e de Nancy, 1897, p.9, fig.26."";""(c) Verbally, Richard Offner, May 1928."";""(d) La Galerie Campana et les Mus?es Fran?ais, Predrizet and Jean, 1907, p.40, fig.492.""","(c) Italian School, Bolognese - late 16th to early 17th c. by Richard Offner, May 1928, dated to circa 1600.",,,,,,,,,,,,,,,
b11055674,"Bolognese School (16th century), 16th C.","(a,b) Palazzo Davia-Bargellini, Bologna, Italy, (b) 48.","(a) Annotation on back of Luce photograph.;""(b) Malaguzzi Valeri, Cronache d'Arte, vol.iv, 1927, p.86."";""(c) Frick Art Reference Library, September 1934.""","(b) Italian School, Bolognese - 16th c. by F. Malaguzzi Valeri, 1927. Though it recalls both Samacchini and Tibaldi, it does not belong to either of these artists.",,,,,,,,,,,,,,,
b11055686,"Florentine School (16th century), 16th C., attributed to.","(a,b) Prince Doria-Pamphili Collection, Rome, Italy, (b) sala da Fumo, appartamento privato.","(a) Lafenestre and Richtenberger, Rome, vol.ii, 1905, p.225.;""(b) Tolnay, October 1951, p.10 (list of pictures in the Appartamenti Doria not included in the Official Catalogue)."";""(c) Tolnay, list, shipment 6, 1950, p.1."";""(d) Il Corriere della Sera, 2 April 1958.""","(a) Beccafumi by Lafenestre and Richtenberger, 1905  (b,c) Italian School, Florentine - 16th c., by Tolnay, (b) 1951.",,,,,,,,,,,,,,,
b11055819,"Florentine School (16th century), 16th C.","(a) Sir Lindsay George Holford, Westonbirt, England ;""(b) Sale Christie's, London, Holford Collection, July 15, 1927, lot 51 (?1,155, to Gooden and Fox).""","(a) Holford Collection, Westonbirt, 1924, pp.53 to 54, figs.28 to 29.;""(b) Sale, Holford Collection Sale, 15 July 1927, p.21, fig.51 (priced copy).""","(a) Follower of Fra Damiante by Bernard Berenson. Fra Diamante who after the death of Filippo Lippi, fell under the influence of Ghirlandajo  (b) Follower of Filippo Lippi by Christie's, London, 1927. Or possibly Fra Diamante, cassone panels.",Archival-classification,,, Follower of Fra Damiante,Scholar-attribution,Bernard Berenson,,,,,,,,,
b11055923,"Florentine School (16th century), 16th C., attributed to.","(a) This picture has been long in the Walter family, having been brought to Louisville, Kentucky, in 1841 ;""(a) Lewis A. Walter Collection, Louisville, Kentucky.""","(a) Lewis A. Walter, letter to Frick Art Reference Library, 7 November 1932.;""(b) Frick Art Reference Library, November 1932."";""(c) Verbally, F.M. Clapp, 11 November 1932."";""(d) The Connoisseur, vol.xc, August 1932, p.114, fig.849 (with a letter from the owner: published in  Notes and Queries ).""","(b) Attributed to Italian School, Florentine - 4th quarter 16th c. by Frick Art Reference Library, November 1932. Suggestions of later mannerists, followers of Parmigianino and a very distinct echo of Salviati is seen in the man on the extreme right, holding a jar on his shoulder, this might almost be copied from a Salviati portrait  (c) Italian School, Tuscan by F.M. Clapp, 11 November 1932. Inspiration from artists of the recent past and the immediate vicinity, there is an underlying inspiration from Andrea del Sarto, reminiscences of Bacchiacca, of Bronzino and others.",,,,,,,,,,,,,,,
b11056095,"Urbini, Carlo, 16th C..","Gallerie dell' Accademia, Venice.","Ruggeri, Ugo. Disegni Lombardi. Milan, 1982 (43).",,,,,,,,,,,,,,,,
b11056460,"Bergamo School (16th century), 16th C.","(a) Accademia Carrara, Bergamo, Italy.",(a) Information from reproduction.,"(a) Italian School, Bergamo - 16th century.",,,,,,,,,,,,,,,
b11056484,"Bergamo School (16th century), 16th C.","(a) Casa della Piet?, Bergamo, Italy.","(a) Istituto Italiano d'Arti Grafiche (Bergamo, Italy), Settimanale Artistico, 26 July to 1 August 1971, fig.31.","(a) Italian School, Bergamo - 15th c. by Istituto Italiano d'Arti Grafiche (Bergamo, Italy), Bergamo, Italy, 1971.",,,,,,,,,,,,,,,
b11056496,"Bergamo School (16th century), 16th C.",,(a) Information from reproduction.,"(a) Italian School, Bergamo - 16th century.",,,,,,,,,,,,,,,
b11056599,"Arezzo School (16th century), 16th C., attributed to.","(a) Formerly owned by Bellini, Florence.","(a) Annotation probably by photographer on back of photograph.;""(b) F. Mason Perkins, annotation on back of photograph.""","(b) Attributed to Italian School, Abruzzo - 16th c. by F. Mason Perkins.",,,,,,,,,,,,,,,
b11056654,"Bergamo School (16th century), 16th C.","(a) Morris I. Kaplan, Chicago, Illinois ;""(a) Sale, Sotheby's, London, Morris I. Kaplan Estate and Others, June 12, 1968, lot 11 ($1,920, to A. Pasolini).""","(a) Sale, Sotheby's (London, England), Morris I. Kaplan Estate and Other Collections Sale, 12 June 1968, p.13, lot 11 (priced copy).","(a) Italian School, Bergamo - 16th c. by Sotheby's (London, England), London, England, 1968.",,,,,,,,,,,,,,,
b11056666,"Bergamo School (16th century), 16th C., attributed to.","(a) Private collection, Barcelona, Spain, as Tintoretto.","(a) Mas, information sheet, attached to back of photograph.;""(b) Erica Tietze-Conrat, notes on Mas sheet, in reply to question about attribution and subject, 1929."";""(c) Frick Art Reference Library, December 1949.""","(a) Jacopo Tintoretto by Arxiv Mas, Barcelona  (b) Attributed to Italian School, Bergamo by Erica Tietze-Conrat, March 1949. Date expertised with question. Not connected with Tintoretto.",,,,,,,,,,,,,,,
b11056678,"Bergamo School (16th century), 16th C., attributed to.","(a,b) Chiesa di S. Pietro Martire, Alzano Lombardo, Italy, (b) from 1859, sold to a dealer in Milan, but the sale was forbidden by the R. Instituto and the picture was returned to S. Pietro Martire ;""(c,e,f) in 1903 it was cleaned and restretched and placed by the Fabbriceria della Parrocchiale Alzanese in the Parrocchiale di S. Martino.""","(a) L. Angelini, Rassegna d'Arte, 1908, pp.136 to 138.;""(b) Crowe and Cavacaselle, History of Painting in North Italy, T. Borenius ed., vol.iii, 1912, p.438."";""(c) T. Borenius, History of Painting in North Italy, vol.iii, 1912, p.438"";""(d) Tarchiani, Emporium, vol.li, June 1920, p.290."";""(e) A. Pinetti, Inventario degli Oggetti d'Arte d'Italia In Provincia di Bergamo, 1931, p.152."";""(f) Touring Club Italia, Lombardia, 1939, p.529 (map following p.512, no mention of this picture).""","(a,c) Andrea Previtali, (a) by L. Angelini, 1908, (c) by T. Borenius, 1912  (b) Jacopo Giovanni Gavazzi by Crowe and Cavalcaselle, 1864 to 1897  (d) Attributed to Giovanni Gavasio da Poscante by T. Borenius, 1920. An attribution that Tarchiani finds reasonable  (e) Italian School, Bergamo - 16th c. by Tarchiani, 1931.",,,,,,,,,,,,,,,
b11056757,"Abruzzi School (16th century), 16th C.","(a,b) Chiesa di S. Liberatore della Majella, Serramonacesca, Italy, (a,b) in central part of apse, (b) of ruined church.","(a) Touring Club Italia, Italia Meridionale, vol.i, 1926, p.204.;""(b) Frick Art Reference Library, March 1934.""","(a) Anonymous - 16th c. by Touring Club Italia, 1926.",,,,,,,,,,,,,,,
b11056769,"Abruzzi School (16th century), 16th C., attributed to.","(a,b) Chiesa di S. Maria di Valleverde, Celano, Italy, (b) a church founded in 1455 by Lionello Acclozzamora.","(a) Annotation on back of photograph.;""(b) Agostinoni, Italia Artistica, Il Fucino, vol.xxxix, 1908, pp.96 to 97."";""(c) Frick Art Reference Library, January 1934.""","(c) Attributed to Italian School, Abruzzo - 4th quarter 16th c. by Frick Art Reference Library, January 1934. Or later.",,,,,,,,,,,,,,,
b11056770,"Abruzzi School (16th century), 16th C., attributed to.","(a) Chiesa di Sta. Giusta, Aquila, Italy.","(a) Alinari, photograph caption.;""(b) Frick Art Reference Library, February 1934.""","(a) Anonymous - 15th c. by Alinari  (b) Attributed to Italian School, Abruzzo - 16th c. by Frick Art Reference Library, 1 February 1934. This fresco, which was probably not uncovered at the time the Touring Club Guide was published in 1926, is not of the 15th c. as Alinari wrote.",,,,,,,,,,,,,,,
b11056782,"Abruzzi School (16th century), 16th C.","(a) Chiesa di S. Flaviano, Aquila, Italy, on left wall, in niche.","(a) Touring Club Italia, Italia Meridionale, vol.i, 1926, p.295.;""(b) Frick Art Reference Library, February 1934.""","(a) Attributed to Italian School, Abruzzo - 1st quarter 16th century.",,,,,,,,,,,,,,,
b11056794,"Abruzzi School (16th century), 16th C.","(a) Chiesa di S. Flaviano, Aquila, Italy, on left wall, in niches.","(a) Touring Club Italia, Italia Meridionale, vol.i, 1926, p.295.","(a) Italian School, Abruzzo - 1st quarter 16th c. Probably by a local painter. Frescoes recently discovered.",,,,,,,,,,,,,,,
b11056812,"Abruzzi School (16th century), 16th C., attributed to.","(a,b) Madonna del Soccorso, Aquila, Italy, (a) above monument to Luigi Petrica Pica, (b) left transept, left side of church.","(a) Alinari, photograph.;""(b) Touring Club Italia, Italia Meridionale, vol.i, 1926, p.304."";""(c) Frick Art Reference Library, December 1934.""","(c) Attributed to Italian School, Abruzzo - 1st quarter 16th c. by Frick Art Reference Library, December 1934. Presumably about contemporaneous with the tomb.",,,,,,,,,,,,,,,
b11056824,"Campi, Giulio, c.1502-1572.","Gallerie dell' Accademia, Venice.","Ruggeri, Ugo. Disegni Lombardi. Milan, 1982 (29).",,,,,,,,,,,,,,,,
b11057804,"Campi, Giulio, c.1502-1572.","Gallerie dell' Accademia, Venice.","Ruggeri, Ugo. Disegni Lombardi. Milan, 1982 (29).",,,,,,,,,,,,,,,,
b11058705,"Abbate, Niccol? dell', n.c.1512-m.1570.","(a) Purcahsed from an English dealer, by Dr. Julius S. Held, Bennington, Vermont (died December 2002).","(a) Dr. Julius S. Hel, verbally, September 18, 1958.;""(b) Library staff, September 18, 1958."";""(c) Notes with the drawing, as read by Library staff, September 18, 1958.""",,,,,,,,,,,,,,,,
b11063464,"Italian School (16th century), 16th C.","(a) Mus?e Vivenel, Compiegne, France, 179.",(a) Information from reproduction.,"(a) Italian School - 16th c.  (a) Italian School, Milanese - 16th c.",,,,,,,,,,,,,,,
b11069247,"Italian School (16th century), 16th C.","(a) Worcester Art Museum, Worcester (1950.285).",(a) Information from reproduction.,,,,,,,,,,,,,,,,
b11069272,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(b) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11069302,"Italian School (16th century), 16th C.","(a) Robert Lehman Collection, New York.","(a) Erica Tietze-Conrat, after 1955.","(a) Italian School - 16th c. by Erica Tietze-Conrat, 26 April 1955.",,,,,,,,,,,,,,,
b11069314,"Italian School (16th century), 16th C.",,(a) Information from reproduction.,(a) Italian School - 16th c.,,,,,,,,,,,,,,,
b1106934x,"Italian School (16th century), 16th C.","(a) Boymans Museum, Rotterdam, Netherlands, 21350, inv. no.I.504.","(a) Information from reproduction.;""(b) Boymans Museum, Rotterdam.""","(a,b) Italian School - 16th c., (b) by Boymans Museum (Amsterdam, Netherlands), Amsterdam, Netherlands.",,,,,,,,,,,,,,,
b11069351,"Italian School (16th century), 16th C.","(a) Boymans Museum, Rotterdam, Netherlands, 21349, inv. no.I.503.","(a) Information from reproduction.;""(b) Boymans Museum, Rotterdam.""",(a) Attributed to Italian School - 16th c. (b) Italian School - 16th c.,,,,,,,,,,,,,,,
b11069429,"Italian School (16th century), 16th C.","(a and b) Harry G. Sperling, New York ;""(a and b) his bequest in 1971 to the Metropolitan Museum of Art, New York (1975.131.64).""","(a) Information from reproduction.;""(b) Metropolitan Museum of Art, New York, Website, December 2009.""",(b) Spanish School (16th century).,,,,,,,,,,,,,,,
b11069430,"Italian School (16th century), 16th C.","(a) C. Fairfax Murray ;""(b) presently unlocated.""","(a) Information accompanying plates, 21 September 1928.;""(b) Frick Art Reference Library, September 1930."";""(c) Annotation on front of plate.""",,,,,,,,,,,,,,,,
b11069442,"Italian School (16th century), 16th C., attributed to.",(a) Private collection XLV (Confidential File).,(a) Information from reproduction.,"(a) Attributed to Italian School - 16th c. by Courtauld Institute of Art, London, England",,,,,,,,,,,,,,,
b11069454,"Italian School (16th century), 16th C.","(a and b) Harry G. Sperling, New York ;""(a and b) his bequest in 1971 to the Metropolitan Museum of Art, New York (1975.131.66).""","(a) Information from reproduction.;""(b) Metropolitan Museum of Art, New York, Website, December 2009.""",(b) Spanish School (16th century).,,,,,,,,,,,,,,,
b11069466,"Italian School (16th century), 16th C.","(a) Robert Lehman Collection, New York.","(a) Information from reproduction.;""(b) Verbally, Erica Tietze-Conrat, after 1955.""","(b) Attributed to Italian School - 16th c. by Erica Tietze-Conrat, after 1955  (a) Italian School - 16th c. by Erica Tietze-Conrat",,,,,,,,,,,,,,,
b11069545,"Italian School (16th century), 16th C.","(a) Quimper Museum, 352.","(a) Pasan Catalogue, 1873.;""(b) Information from reproduction.""","(a,b) Italian School - 16th c., by source",,,,,,,,,,,,,,,
b11069570,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(b) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11069594,"Giulio Romano, 1499-1546.","George Swarzenski, New York ;""Sale, Parke-Bernet Galleries, New York, May 12, 1960 "";""Seiden & de Cuevas, Inc., loan to the Fogg Art Museum (loan accession number 44.1981) "";""purchased through the generosity of an anonymous donor and the Kate, Maurice R. and Melvin R. Seiden Fund in honor of Norma-Jean and Stanford Calderwood by the Fogg Museum, Harvard Art Museum, Cambridge, Massachusetts (1998.219).""","Harvard Art Museum, Cambridge, Website, December 2009.;""Information from reproduction.""",,,,,,,,,,,,,,,,
b11069612,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(b) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11069648,"Italian School (16th century), 16th C.","(a) Grahl ;""(a) Sale, R.W.P. de Vries Galleries, Amsterdam, Prince de S.B. Collection, January 24-25, 1922, lot 348.""","(a) Sale, R.W.P. de Vries Galleries (Amsterdam, Netherlands), Prince de S-B Collection Sale, 24 to 25 January 1922, lot 348.",,,,,,,,,,,,,,,,
b11069661,"Italian School (16th century), 16th C., attributed to.","(a,b) Parsons & Sons, Ltd., London, England, lot 113, (a,b) Old Master Drawings sale, no.40, (b) date not indicated.","(a) Sale, Parson, E. and Sons, Old Master Drawings, London, p.40, lot 113, no.40.;""(b) Frick Art Reference Library, May 1942."";""(c) Verbally, Erica Tietze-Conrat, March 1942.""","(c) Attributed to Italian School - 16th c. by Erica Tietze-Conrat, March 1942. Not Venetian  (a) Jacopo Tintoretto.",,,,,,,,,,,,,,,
b11069739,"Italian School (16th century), 16th C.","(a) Museo Provincial de Pinturas, Valencia, Spain.","(a) Arxiv Mas, 1931.;""(b) Erica Tietze-Conrat, April 1941.""","(b) Attributed to Italian School - 16th c. by Erica Tietze-Conrat, 4 March 1941. Not of Tintoretto  (a) Italian School, Venetian - 2nd quarter 16th c. by Arxiv Mas, Barcelona. Middle of the 16th century  (a) Attributed to Jacopo Tintoretto.",,,,,,,,,,,,,,,
b11069740,"Italian School (16th century), 16th C., attributed to.","(a) Unidentified, various collections, as indicated by the collectors' marks shown in the facsimile plate ;""(b) C. Fairfax Murray "";""(a) present collection unknown.""","(a) Frick Art Reference Library, September 1930.;""(b) Information accompanying plates, 21 September 1930."";""(c) Annotation on front of plate.""","(a) Attributed to Italian School - 16th c. by Frick Art Reference Library, September 1930. Probably North Italian.",,,,,,,,,,,,,,,
b11069788,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b1106979x,"Italian School (16th century), 16th C.","(a) Crocker Art Gallery, Sacramento, California.",(a) Information from reproduction.,(a) Italian School - 16th century.,,,,,,,,,,,,,,,
b11069806,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Attributed to Italian School - 16th c. by Courtauld Institute of Art, London, England.",,,,,,,,,,,,,,,
b11069818,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b1106982x,"Italian School (16th century), 16th C.","(a) Earl of Leicester Collection, Holkham Hall, England, 3, portfolio II.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11069831,"Italian School (16th century), 16th C., attributed to.","(a) John Witt, London.",(a) Information from reproduction.,"(a) Attributed to Italian School - 1st quarter 16th c., dated to circa 1500 to 1520",,,,,,,,,,,,,,,
b11069867,"Italian School (16th century), 16th C.","(a) Lucien Goldschmidt Gallery Inc., New York (shop closed March 1987).",(a) Information from reproduction.,"(a) Italian School - 3rd quarter 16th c., dated to circa 1550",,,,,,,,,,,,,,,
b11069892,"Italian School (16th century), 16th C.",,"(a) Old Master Drawings, Shickman Gallery, 1968, fig.9.",(a) Italian School - 16th c. by H.Shickman Gallery,,,,,,,,,,,,,,,
b1106996x,"Italian School (16th century), 16th C.","(a) Robert Lehman Collection, New York.",(a) Information from reproduction.,"(a) Italian School - 16th c. (a) Attributed to Italian School, Genoese.",,,,,,,,,,,,,,,
b11069971,"Italian School (16th century), 16th C..","(a) Sir Peter Lely (Lugt 2094) ;""(a and b) Dr. Julius S. Held, Old Bennington, Vermont (died December 2002).""","(a) Miss Bernice Davidson, June 15, 1966.;""(b) Dr. Julius S. Held, at Frick Library, July 29, 1971.""",,,,,,,,,,,,,,,,
b11069983,"Italian School (16th century), 16th C.","(a) Ilay M. Campbell, Crarae, Argyllshire, Scotland.",(a) Information from reproduction.,(a) Italian School - 16th century.,,,,,,,,,,,,,,,
b11069995,"Italian School (16th century), 16th C.",(a) Private collection XLV (Confidential File).,"(a) Information from reproduction.;""(b) Supply.""","(a,b) Italian School - 16th c., (a) by Courtauld Institute of Art, London.",,,,,,,,,,,,,,,
b11070006,"Italian School (16th century), 16th C.","(a) Ilay M. Campbell, Crarae, Argyllshire, Scotland.",(a) Information from reproduction.,(a) Italian School - 16th c. Perhaps by Veronese.,,,,,,,,,,,,,,,
